sample_id,label,area,perimeter,circularity,eccentricity,aspect_ratio,mean_intensity,std_intensity,min_intensity,max_intensity,contrast,entropy,edge_density,gradient_mean,gradient_std,contour_variance,fractal_dimension,hole_depth_estimate,difficulty_level,noise_level,blur_level,illumination_variance
0,bullet_hole,997.0,118.0,0.8997896798058249,0.624838462291112,1.2808129965328463,74.4714126586914,41.476951599121094,17.0,201.0,41.476951599121094,3.3477523738583486,0.12324649298597194,119.9667739868164,160.36788940429688,0.09213161463175733,1.5,0.4181920886039734,medium,0.5,0.4,0.25
1,ambiguous,127.0,42.0,0.9047216933780573,0.6409263084433244,1.3027575387919443,58.33070755004883,34.33486557006836,20.0,215.0,34.33486557006836,2.9293811782859875,0.25,216.55007934570312,224.28668212890625,0.10387497739949149,1.5,0.5442913472652435,medium,0.5,0.4,0.25
2,ambiguous,95.0,38.0,0.8267349082668881,0.46493344014762267,1.1295021600975397,79.0526351928711,53.14634323120117,13.0,220.0,53.14634323120117,3.7813829143343987,0.34375,275.9654846191406,181.79214477539062,0.0640483132671694,1.5,0.3824012875556946,medium,0.5,0.4,0.25
3,non_bullet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hard,0.8,0.6,0.4
4,ambiguous,111.0,40.0,0.8717919608262976,0.3681106761552996,1.0755207655566366,71.1351318359375,48.79235076904297,18.0,212.0,48.79235076904297,3.573856819721639,0.3482142857142857,234.83094787597656,188.69581604003906,0.062100089804565474,1.5,0.4442567825317383,hard,0.8,0.6,0.4
5,non_bullet,100.0,36.0,0.9696273614709027,0.0,1.0,60.34000015258789,2.4626002311706543,53.0,66.0,2.4626002311706543,0.7158745250630638,0.22772277227722773,120.65286254882812,148.57411193847656,0.0,1.5,0.5285937488079071,medium,0.5,0.4,0.25
6,ambiguous,99.0,36.0,0.9599310878561936,0.5444633389245953,1.1922009098691273,61.45454406738281,41.6985969543457,10.0,199.0,41.6985969543457,3.215950934763242,0.33,218.93324279785156,190.41336059570312,0.0767639072657486,1.5,0.5198863744735718,hard,0.8,0.6,0.4
7,bullet_hole,179.0,52.0,0.8318714271961615,0.6290359772214247,1.2863783011488819,57.519554138183594,36.64373779296875,11.0,192.0,36.64373779296875,3.3177477373149027,0.2611111111111111,194.46311950683594,179.0857696533203,0.09170449292171809,1.5,0.5506284832954407,hard,0.8,0.6,0.4
8,ambiguous,27.0,20.0,0.8482300143486691,0.7092425728630419,1.4185105610634674,55.51852035522461,46.358001708984375,20.0,216.0,46.358001708984375,2.86526150203063,0.32142857142857145,229.8830108642578,211.98922729492188,0.12468829149773661,1.5,0.5662615597248077,hard,0.8,0.6,0.4
9,bullet_hole,349.0,70.0,0.8950333354114934,0.6465995170904686,1.3109085491847214,66.75931549072266,43.0982666015625,18.0,199.0,43.0982666015625,3.416418355725238,0.21428571428571427,170.58836364746094,177.07635498046875,0.10653094591476375,1.5,0.47844284772872925,medium,0.5,0.4,0.25
10,non_bullet,64.0,28.0,1.0,0.0,1.0,41.703125,2.7595272064208984,33.0,48.0,2.7595272064208984,0.8483225896845181,0.27692307692307694,188.50408935546875,198.26747131347656,0.0,1.5,0.6741943359375,medium,0.5,0.4,0.25
